OrgGroupCodeDesc,ContractNumber1,CentralNameLname1,CentralNameFname,ContractTitle1,CurrentContractStartDate,CurrentContractEndDate,CurrentContractAmount
"1680-OBS Information Services,Office of Business Services",2018-00000196,Central Name,Central Name 2,ESRI - Software Support and Maintenance ArcGIS,2018-05-13 00:00:00,2022-05-12 00:00:00,89536.4400
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000218,Central Name,Central Name 2,Northeast Heating  - KCSU Replace Rooftop A/C Unit ,2018-05-15 00:00:00,2018-07-31 00:00:00,10465.0000
"8090-OBS Environment,Office of Business Services",2018-00000319,Central Name,Central Name 2,Federated Sportsmen's - Fish Stocking Various Waterways ,2018-05-15 00:00:00,2018-12-31 00:00:00,5000.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000264,Central Name,Central Name 2,Peckham Road - Asphalt Shoulder Installation on Lucas Ave ,2018-05-15 00:00:00,2018-11-30 00:00:00,250000.0000
"8090-OBS Environment,Office of Business Services",2017-00000593,Central Name,Central Name 2,DELETED: REVENUE: NYS DEC - 2017 Golden Hill EV Charging Station,2018-05-21 00:00:00,2019-04-05 00:00:00,7221.0000
"8090-OBS Environment,Office of Business Services",2018-00000357,Central Name,Central Name 2,REVENUE: NYS DEC - Golden Hill - EV Charging Station,2018-05-21 00:00:00,2019-04-05 00:00:00,7221.0000
"6410-DSS Services Tourism,DSS Services",2018-00000165,Central Name,Central Name 2,Luminary Publishing - Distribution of Ulster County Travel Guide,2018-06-01 00:00:00,2019-05-31 00:00:00,9749.8500
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-018C,Central Name,Central Name 2,Central Poly - Paper Goods,2018-06-01 00:00:00,2019-05-31 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-018B,Central Name,Central Name 2,Hill & Markes - Paper Goods,2018-06-01 00:00:00,2019-05-31 00:00:00,0.0300
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-018A,Central Name,Central Name 2,WB - Paper Goods,2018-06-01 00:00:00,2019-05-31 00:00:00,0.0100
"6010-DSS Services DSS,DSS Services",2018-00000293,Central Name,Central Name 2,CANCELLED Hudson River Cruises - Foster Parent Recognition,2018-06-01 00:00:00,2018-06-08 00:00:00,3000.0000
"4010-Env Health Health,Environmental Health Services",2018-00000316,Central Name,Central Name 2,Accurate Analytical - Lead Dust Testing & Analysis ,2018-06-01 00:00:00,2019-05-31 00:00:00,0.0000
"1410-Central Svc County Clerk,Central Services",2018-00000271,Central Name,Central Name 2,Kodak Alaris - Equipment Maintenance,2018-06-01 00:00:00,2019-05-31 00:00:00,17950.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000344,Central Name,Central Name 2,Gardiner - Youth Summer Recreational Program,2018-06-01 00:00:00,2018-09-30 00:00:00,1500.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000353,Central Name,Central Name 2,Plattekill - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1000.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000355,Central Name,Central Name 2,Rosendale - Youth Summer Recreational Program,2018-06-01 00:00:00,2018-09-30 00:00:00,1500.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",1980-00000054,Central Name,Central Name 2,Roofing Innovations - Design Roof Replacement SUNY Ulster ,2018-06-01 00:00:00,2018-12-31 00:00:00,0.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000351,Central Name,Central Name 2,Marlborough - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1500.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000349,Central Name,Central Name 2,Hurley - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1100.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000350,Central Name,Central Name 2,Marbletown - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1000.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000368,Central Name,Central Name 2,YMCA - Summer Campership Program (Scholarships) ,2018-06-01 00:00:00,2018-09-30 00:00:00,12000.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000414,Central Name,Central Name 2,Tectonic - Construction Inspection & Testing Restorative Justice,2018-06-01 00:00:00,2019-03-31 00:00:00,10000.9100
"7310-DSS Services Youth Bureau,DSS Services",2018-00000354,Central Name,Central Name 2,Rochester - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1300.0000
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000348,Central Name,Central Name 2,Roofing Innovations - UCCC Design Burroughs Hall Roof Replacemnt,2018-06-01 00:00:00,2018-12-31 00:00:00,4850.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000358,Central Name,Central Name 2,Shawangunk - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1300.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000356,Central Name,Central Name 2,Saugerties - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,2000.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000345,Central Name,Central Name 2,Esopus - Youth Summer Recreational Program,2018-06-01 00:00:00,2018-09-30 00:00:00,1300.0000
"1010-ARP Legislature,ARP",2018-00000441,Central Name,Central Name 2,Dispute Resolution - Advocacy for Abused & Neglected Children,2018-06-01 00:00:00,2018-12-31 00:00:00,20809.0000
"7310-DSS Services Youth Bureau,DSS Services",2018-00000371,Central Name,Central Name 2,Ulster - Youth Summer Recreational Program ,2018-06-01 00:00:00,2018-09-30 00:00:00,1500.0000
"5630-ARP UCAT,ARP",2018-00000222,Central Name,Central Name 2,"Environmental - Oil/Water Seperator, Drains & Floor Cleaning",2018-06-01 00:00:00,2021-03-31 00:00:00,35040.0000
"6010-DSS Services DSS,DSS Services",2018-00000327,Central Name,Central Name 2,Geneva - In-Person Interpretation,2018-06-01 00:00:00,2021-10-24 00:00:00,45050.0100
"1680-OBS Information Services,Office of Business Services",2018-00000178,Central Name,Central Name 2,SDG - Software ImageMate for Real Property Tax Map Compliance,2018-06-01 00:00:00,2021-05-31 00:00:00,22500.0000
"5630-ARP UCAT,ARP",2018-00000343,Central Name,Central Name 2,Vehicle Technical - In Plant Bus Inspection Services,2018-06-01 00:00:00,2021-12-31 00:00:00,27180.0000
"6772-DSS Services Office for the Aging,DSS Services",2018-00000273,Central Name,Central Name 2,Link to Life - Personal Emergency Response System (PERS),2018-06-01 00:00:00,2022-03-31 00:00:00,239200.1300
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000306,Central Name,Central Name 2,Vamco - HVAC Restorative Justice Center,2018-06-05 00:00:00,2019-01-01 00:00:00,393404.7600
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000307,Central Name,Central Name 2,J&J Sass - Electrical Restorative Justice Center,2018-06-05 00:00:00,2019-01-04 00:00:00,329936.9800
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000367,Central Name,Central Name 2,Ferrari - General Contractor Restorative Justice Center,2018-06-05 00:00:00,2019-01-01 00:00:00,1714239.9600
"1490-DPW Adm DPW,DPW Administration",2018-00000406,Central Name,Central Name 2,"Ulster - Equipment, Material & Personnel Agreement ",2018-06-08 00:00:00,2023-06-07 00:00:00,0.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000326,Central Name,Central Name 2,Vicious Cycles - On the Job Training: Helpers-Production Workers,2018-06-11 00:00:00,2018-12-14 00:00:00,4860.0000
"1490-DPW Adm DPW,DPW Administration",2018-00000418,Central Name,Central Name 2,"Denning - Equipment, Material & Personnel Agreement ",2018-06-12 00:00:00,2023-06-11 00:00:00,0.0000
"8020-DSS Services Planning,DSS Services",2018-00000402,Central Name,Central Name 2,Rosendale - Water Supply Agreement: High Falls Water District  ,2018-06-13 00:00:00,2058-06-13 00:00:00,0.0000
"1490-DPW Adm DPW,DPW Administration",2018-00000420,Central Name,Central Name 2,"Gardiner - Equipment, Material & Personnel Agreement ",2018-06-13 00:00:00,2023-06-12 00:00:00,0.0000
"1490-DPW Adm DPW,DPW Administration",2018-00000423,Central Name,Central Name 2,"Marbletown - Equipment, Material & Personnel Agreement ",2018-06-15 00:00:00,2023-06-14 00:00:00,0.0000
"1490-DPW Adm DPW,DPW Administration",2018-00000436,Central Name,Central Name 2,"Saugerties - Equipment, Material & Personnel Agreement ",2018-06-15 00:00:00,2023-06-14 00:00:00,0.0000
"2497-DSS Legal UCCC/SUNYUlster-Capital Projects,Legal",2018-00000298,Central Name,Central Name 2,Greenman-Pedersen - UCCC HVAC Engineering Services for Burroughs,2018-06-15 00:00:00,2020-12-31 00:00:00,18456.5200
"1490-DPW Adm DPW,DPW Administration",2018-00000419,Central Name,Central Name 2,"Esopus - Equipment, Material & Personnel Agreement ",2018-06-19 00:00:00,2023-06-18 00:00:00,0.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000323,Central Name,Central Name 2,Hubbell - Construction Watson Hollow Rd Slope Stabilization ,2018-06-20 00:00:00,2018-12-31 00:00:00,336239.7500
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000328,Central Name,Central Name 2,Harrison - Bank Stabilization Frost Valley S Turn ,2018-06-20 00:00:00,2018-11-30 00:00:00,1542532.5300
"1490-DPW Adm DPW,DPW Administration",2018-00000429,Central Name,Central Name 2,"Wawarsing - Equipment, Material & Personnel Agreement ",2018-06-21 00:00:00,2023-06-20 00:00:00,0.0000
"1165-ARP District Attorney,ARP",2018-00000373,Central Name,Central Name 2,Chrysler/CCAP - Auto Lease 2019 Jeep Cherokee VIN# 6325 (DA),2018-06-25 00:00:00,2021-06-25 00:00:00,11494.3300
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000300,Central Name,Central Name 2,United Way - Payroll Services Summer Youth Employment Prog ,2018-06-25 00:00:00,2018-10-31 00:00:00,260451.0310
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-034B,Central Name,Central Name 2,Bottini - Diesel Fuel,2018-07-01 00:00:00,2019-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-034C,Central Name,Central Name 2,Bottini - Gasoline,2018-07-01 00:00:00,2019-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-034D,Central Name,Central Name 2,Bottini - Kerosene for Heating,2018-07-01 00:00:00,2019-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-034A,Central Name,Central Name 2,Bottini - Heating Fuel Oil,2018-07-01 00:00:00,2019-06-30 00:00:00,0.0000
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-034E,Central Name,Central Name 2,Bottini - Propane,2018-07-01 00:00:00,2019-06-30 00:00:00,0.0000
"3020-Insurance Emergency Management / E911,Insurance",2018-00000377,Central Name,Central Name 2,CANCELLED Walker Valley Chemical Engine Company ,2018-07-01 00:00:00,2019-06-30 00:00:00,20000.0000
"3020-Insurance Emergency Management / E911,Insurance",2018-00000378,Central Name,Central Name 2,Walker Valley Chemical - Use of Existing Burn/Training Facility,2018-07-01 00:00:00,2019-06-30 00:00:00,20000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000382,Central Name,Central Name 2,NYCOMCO - Lease Radio Requipment Criminal Mobile Command Post,2018-07-01 00:00:00,2018-12-31 00:00:00,0.0000
"1165-ARP District Attorney,ARP",2018-00000325,Central Name,Central Name 2,REVENUE: NYS DCJS Project GIVE (DA),2018-07-01 00:00:00,2019-06-30 00:00:00,81600.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000175,Central Name,Central Name 2,REVENUE:  UC BOCES - School Resource Officer 2018/19,2018-07-01 00:00:00,2019-06-30 00:00:00,49186.9900
"1490-Buildings & Grds DPW,Buildings & Grounds",2018-00000384,Central Name,Central Name 2,Van Dale - Lease of Fabrication Facility,2018-07-01 00:00:00,2023-06-30 00:00:00,504000.0000
"6010-DSS Services DSS,DSS Services",2018-00000363,Central Name,Central Name 2,Neiman - Preschool Special Education Services,2018-07-01 00:00:00,2019-06-30 00:00:00,0.1200
"1310-RPTSA Finance,Real Property Tax Service Agency",2018-00000400,Central Name,Central Name 2,DASNY - UCCC Roof Replacement Burroughs Hall,2018-07-01 00:00:00,2018-09-15 00:00:00,18750.0000
"6010-DSS Services DSS,DSS Services",2018-00000375,Central Name,Central Name 2,Gephard - Preschool Special Education Services,2018-07-01 00:00:00,2019-06-30 00:00:00,0.5100
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000309,Central Name,Central Name 2,Gateway - Objective Assessment Testing Services,2018-07-01 00:00:00,2019-06-30 00:00:00,13900.1300
"6010-DSS Services DSS,DSS Services",2018-00000262,Central Name,Central Name 2,Jewish Child Care Assoc - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,48000.0000
"6010-DSS Services DSS,DSS Services",2018-00000245,Central Name,Central Name 2,Mental Health - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000314,Central Name,Central Name 2,Bergmann - Design Horsenden Road PIN #8761.93,2018-07-01 00:00:00,2019-12-31 00:00:00,91319.2300
"6010-DSS Services DSS,DSS Services",2018-00000248,Central Name,Central Name 2,Parsons - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000250,Central Name,Central Name 2,St Catherine's - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,2000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000252,Central Name,Central Name 2,St John Bosco - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000251,Central Name,Central Name 2,St Christopher's - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,3000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000235,Central Name,Central Name 2,Children's Home of Kingston - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,500000.0000
"6010-DSS Services DSS,DSS Services",2018-00000253,Central Name,Central Name 2,Vanderheyden - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,2000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000246,Central Name,Central Name 2,North American Family NAFI - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,48000.0000
"6010-DSS Services DSS,DSS Services",2018-00000233,Central Name,Central Name 2,Astor Services - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000234,Central Name,Central Name 2,Berkshire Farm - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,750000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000403,Central Name,Central Name 2,REVENUE: NYS DCJS - Project GIVE (Sheriff),2018-07-01 00:00:00,2019-06-30 00:00:00,23300.0000
"3140-Jail Probation,Corrections",2018-00000324,Central Name,Central Name 2,REVENUE: NYS DCJS - Project GIVE (Probation),2018-07-01 00:00:00,2019-06-30 00:00:00,36750.0000
"3140-Jail Probation,Corrections",2018-00000390,Central Name,Central Name 2,NYS Defenders Association - Restorative Justice Training,2018-07-01 00:00:00,2018-08-31 00:00:00,4450.0000
"6010-DSS Services DSS,DSS Services",2018-00000243,Central Name,Central Name 2,Kidspeace - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,2000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000244,Central Name,Central Name 2,LaSalle School - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,2000000.0000
"3110-Sher Admin Sheriff,Sheriff Administration",2018-00000341,Central Name,Central Name 2,Maximum Security - Modify Existing Wall Mounted Bunks,2018-07-01 00:00:00,2019-06-30 00:00:00,7844.0000
"6010-DSS Services DSS,DSS Services",2018-00000240,Central Name,Central Name 2,Green Chimneys - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"6010-DSS Admin DSS,DSS Administration",2018-00000229-1,Central Name,Central Name 2,Pestmaster - Integrated Pest Management Control Services DSS ,2018-07-01 00:00:00,2020-06-30 00:00:00,432.0000
"6010-DSS Services DSS,DSS Services",2018-00000254,Central Name,Central Name 2,William George - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,2000000.0000
"6290-DSS Services Office of Employment & Training,DSS Services",2018-00000312,Central Name,Central Name 2,United Way - Payroll Serv WIOA Yr-Round Youth Employment Prog ,2018-07-01 00:00:00,2019-06-30 00:00:00,60000.0200
"1490-Highw & Bridges DPW,Highways & Bridges",2018-00000260,Central Name,Central Name 2,Milone - Construction Inspection Frost Valley S Turn  Project,2018-07-01 00:00:00,2018-12-31 00:00:00,157503.1100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-021A,Central Name,Central Name 2,Bi-Lo - Motor and Hydraulic Oil,2018-07-01 00:00:00,2019-06-30 00:00:00,17183.8100
"1345-RPTSA Purchasing,Real Property Tax Service Agency",B18-021B,Central Name,Central Name 2,David Weber Oil - Motor and Hydraulic Oil,2018-07-01 00:00:00,2019-06-29 00:00:00,6118.5300
"6010-DSS Services DSS,DSS Services",2018-00000238,Central Name,Central Name 2,Devereux - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,1000000.0000
"6010-DSS Services DSS,DSS Services",2018-00000236,Central Name,Central Name 2,Children's Home of Poughkeepise - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,3000000.0000
"6772-DSS Services Office for the Aging,DSS Services",2018-00000394,Central Name,Central Name 2,Jewish - Enhanced Case Management & NY Connects Outreach ,2018-07-01 00:00:00,2019-06-30 00:00:00,49000.0700
"6010-DSS Services DSS,DSS Services",2018-00000239,Central Name,Central Name 2,TBD - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,500000.0000
"6010-DSS Services DSS,DSS Services",2018-00000249,Central Name,Central Name 2,St Anne - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,200000.0000
"6010-DSS Services DSS,DSS Services",2018-00000247,Central Name,Central Name 2,Northeast Parent - Foster Care Services (WMS),2018-07-01 00:00:00,2020-06-30 00:00:00,230000.0000
"4010-Health Adm Health,Health Administration",2018-00000506,Central Name,Central Name 2,REVENUE: Health Research - Emergency Preparedness Program,2018-07-01 00:00:00,2019-08-31 00:00:00,315472.0000
